drg_cd,drg_desc,unweighted_ratio,estimated_total_charges,estimated_total_medicare_payments,total_discharges,weighted_ratio,difference,unweighted_rank,weighted_rank,rank_change
652,KIDNEY TRANSPLANT,13.991270746630807,2080521861.00289,164250775.0001,6202,12.666739995605035,1.3245307510257724,1.0,1.0,0.0
627,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC",7.465949718830782,20895593.999113,2014433.0000056997,216,10.372940673159087,-2.9069909543283057,69.0,2.0,67.0
087,TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,10.334007549216217,72430183.000065,7075366.0000122,1091,10.236952123740327,0.09705542547589019,3.0,3.0,0.0
651,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITHOUT MCC,11.042152718276574,185556375.9996,18981129.000015,487,9.775834514345977,1.266318203930597,2.0,4.0,-2.0
440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,9.880385259856656,9842469.0,1018991.0000029,263,9.659034279961245,0.2213509798954103,5.0,5.0,0.0
068,PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC,9.571110132594717,33123015.999951,3512407.0000061,549,9.430289826860463,0.14082030573425364,6.0,6.0,0.0
446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,9.310463064866177,24372149.000028998,2588517.0000019,495,9.41548732344084,-0.10502425857466235,11.0,7.0,4.0
069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,9.113606038434577,1074413706.0005577,114620570.0000035,20244,9.37365523483721,-0.26004919640263324,16.0,8.0,8.0
103,HEADACHES WITHOUT MCC,9.256089000076448,119912082.0000042,12845334.9999971,2179,9.335068489847192,-0.07897948977074343,13.0,9.0,4.0
650,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,10.132530445729618,905954262.9991,97603351.000095,2130,9.28199958009862,0.8505308656309971,4.0,10.0,-6.0
149,DYSEQUILIBRIUM,9.16526862791693,366386907.0001193,39989090.9999923,7721,9.162171428207504,0.003097199709426235,15.0,11.0,4.0
419,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,9.465130923871394,202962840.000037,22170096.9999985,2460,9.154801623107502,0.3103293007638914,8.0,12.0,-4.0
282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",9.56140417675674,253894985.0001024,27775628.0000198,5809,9.140926894611399,0.42047728214534175,7.0,13.0,-6.0
307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,9.322070810722757,18057879.00019,1979276.0000002,214,9.123476968441075,0.19859384228168153,10.0,14.0,-4.0
351,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC,8.808871099509028,14359610.000002,1599910.9999882001,136,8.975255498654555,-0.16638439914552627,19.0,15.0,4.0
743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,9.225826202190671,29571791.999909,3302381.9999985,386,8.954685436125327,0.27114076606534354,14.0,16.0,-2.0
066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,9.329680297099186,415194333.9998778,46529479.999995,9902,8.923253257932872,0.4064270391663136,9.0,17.0,-8.0
322,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC,9.280547776346975,5307369240.995353,600520808.9996297,46534,8.837943933760712,0.4426038425862622,12.0,18.0,-6.0
204,RESPIRATORY SIGNS AND SYMPTOMS,8.77435830823447,26697021.999971,3039267.9999923,495,8.784030233608433,-0.00967192537396322,21.0,19.0,2.0
395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,8.423217678866383,20487588.9999813,2369929.9999985998,517,8.644807652543916,-0.22158997367753308,29.0,20.0,9.0
511,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC",8.725458667141705,12928045.000219,1509241.000007,114,8.565924859024529,0.15953380811717643,22.0,21.0,1.0
557,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",8.604959331436914,22851104.000077,2681904.999992,194,8.520474811801748,0.08448451963516668,26.0,22.0,4.0
661,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,8.656195067983614,210995681.9999586,24874186.9999866,3619,8.482515709963597,0.1736793580200171,24.0,23.0,1.0
310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,8.708351733812577,710975399.9995956,84138564.0000274,24508,8.450053889669,0.25829784414357704,23.0,24.0,-1.0
287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",8.603064393441228,1818529499.0010066,215787620.0000559,28522,8.427404218094326,0.17566017534690204,27.0,25.0,2.0
093,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,8.87374083395936,40357505.9999215,4810307.9999935,741,8.389796661664082,0.48394417229527775,18.0,26.0,-8.0
626,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH CC",7.1879716678450505,12223447.000041999,1463249.000003,106,8.353634275517658,-1.1656626076726075,95.0,27.0,68.0
694,URINARY STONES WITHOUT MCC,8.291948104518914,37389352.9998977,4476525.9999983,783,8.35231449564057,-0.06036639112165609,31.0,28.0,3.0
153,OTITIS MEDIA AND URI WITHOUT MCC,8.194617330663833,19357681.999954302,2325772.0000022,390,8.32312109696737,-0.12850376630353644,35.0,29.0,6.0
828,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,7.960980796103844,13433534.000018,1614315.000005,103,8.321507264676592,-0.36052646857274784,47.0,30.0,17.0
155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",8.357374767447363,12493023.000043001,1516193.0000028,205,8.2397313534754,0.11764341397196176,30.0,31.0,-1.0
313,CHEST PAIN,8.060059496274977,573486932.0000728,69948777.0000261,13606,8.198669892396529,-0.13861039612155146,42.0,32.0,10.0
475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,8.074720465146559,19063488.00006,2327689.999985,126,8.189874081249155,-0.11515361610259589,40.0,33.0,7.0
055,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,7.881697180010293,10206588.999944,1246440.0000017,132,8.188592310845351,-0.30689513083505826,51.0,34.0,17.0
145,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",8.245760575761778,11028466.99999,1360854.0000029,118,8.104078027449306,0.14168254831247218,32.0,35.0,-3.0
206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,7.874239876041228,111511627.999642,13792585.0000545,1679,8.084896921005118,-0.21065704496388982,52.0,36.0,16.0
381,COMPLICATED PEPTIC ULCER WITH CC,7.552777891392422,31420868.999938,3886638.0000004,481,8.084331239476063,-0.5315533480836407,67.0,37.0,30.0
084,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,8.494174577716777,44374480.999979,5498744.999997,692,8.069928865587185,0.4242457121295917,28.0,38.0,-10.0
708,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,9.055901660955664,39301891.000147,4894334.0000347,464,8.030079475546286,1.0258221854093783,17.0,39.0,-22.0
305,HYPERTENSION WITHOUT MCC,7.891785550352361,715584051.9995159,89275194.0000145,17181,8.015485824644633,-0.12370027429227282,50.0,40.0,10.0
390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,8.210094150585746,246445307.000012,30773853.0000134,8779,8.008269455238663,0.20182469534708325,33.0,41.0,-8.0
914,TRAUMATIC INJURY WITHOUT MCC,8.645389873041685,10754777.999998,1343315.0000043,182,8.006147478412416,0.6392423946292691,25.0,42.0,-17.0
386,INFLAMMATORY BOWEL DISEASE WITH CC,7.540209839721349,57519472.999887,7215769.9999719,1018,7.9713562100941395,-0.43114637037279024,68.0,43.0,25.0
398,APPENDIX PROCEDURES WITH CC,7.837279560445462,18150542.000002,2283390.9999919,210,7.948941727486177,-0.11166216704071452,53.0,44.0,9.0
303,ATHEROSCLEROSIS WITHOUT MCC,7.983128331674603,70484691.000006,8873815.0000051,1860,7.942997572066298,0.0401307596083047,45.0,45.0,0.0
418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,8.067359828563749,1049502253.000003,132656683.9999732,11142,7.911416306774373,0.15594352178937587,41.0,46.0,-5.0
301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,8.15278775001418,12777895.000038,1616822.0000001001,289,7.903093228591155,0.2496945214230255,38.0,47.0,-9.0
062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",7.904249439824888,203602708.000019,26059627.000052,1826,7.812955572987009,0.0912938668378791,49.0,48.0,1.0
007,LUNG TRANSPLANT,7.779794378127292,485597204.99702996,62439956.000348,454,7.77702670056852,0.0027676775587721636,57.0,49.0,8.0
061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",8.089750615808795,77508102.999714,10015590.99998,426,7.738744822933442,0.3510057928753527,39.0,50.0,-11.0
281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",8.028418344021823,1574770364.9993122,203652034.0000841,30631,7.732652279813036,0.29576606420878715,43.0,51.0,-8.0
317,CONCOMITANT LEFT ATRIAL APPENDAGE CLOSURE AND CARDIAC ABLATION,6.751210684134483,238766177.99971,30930914.000039,584,7.719337941303931,-0.9681272571694484,162.0,52.0,110.0
379,GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,8.204059528386324,35419679.9999968,4608723.0000007,1039,7.685356659532678,0.5187028688536461,34.0,53.0,-19.0
841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,7.608417681776567,196244386.000085,25592002.000005,1686,7.668192039061526,-0.059774357284958946,64.0,54.0,10.0
684,RENAL FAILURE WITHOUT CC/MCC,8.187249806181564,25842024.000006802,3375444.0000015,901,7.655888825290931,0.531360980890633,36.0,55.0,-19.0
261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,7.0472495554699,25310501.999978,3316525.000002,196,7.631633109945722,-0.5843835544758216,110.0,56.0,54.0
185,MAJOR CHEST TRAUMA WITHOUT CC/MCC,7.790919854132436,6789462.000043999,895487.0000057,121,7.581865510052946,0.20905434407948942,55.0,57.0,-2.0
123,NEUROLOGICAL EYE DISORDERS,8.778416852200403,9216751.999978,1216544.0000044,190,7.576176447333319,1.2022404048670836,20.0,58.0,-38.0
645,ENDOCRINE DISORDERS WITHOUT CC/MCC,7.393120837518007,8676654.000006,1145626.9999998,208,7.5737164015927645,-0.18059556407475785,73.0,59.0,14.0
517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,7.74218223060624,173608562.000051,22924078.0000276,2059,7.573197142316562,0.16898508828967795,59.0,60.0,-1.0
039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,7.971631392971794,459315065.998962,60797263.9999451,7739,7.554864080715487,0.41676731225630714,46.0,61.0,-15.0
065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,7.717234193269063,3838261958.000428,509410712.000048,68157,7.53470994540073,0.18252424786833377,60.0,62.0,-2.0
355,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC,7.8300997962299475,59527077.999798,7925000.0000042,790,7.511303217636145,0.31879657859380206,54.0,63.0,-9.0
658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,8.157992172258956,104549023.000277,13933763.9999794,1248,7.503286477396314,0.654705694862642,37.0,64.0,-27.0
477,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,7.216057265046521,69624986.999646,9324542.999987,319,7.46685247735391,-0.25079521230738866,88.0,65.0,23.0
436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,7.193837354198018,62180284.000045,8352985.9999745,908,7.444078560676963,-0.250241206478945,91.0,66.0,25.0
187,PLEURAL EFFUSION WITH CC,6.76884471533948,13093376.000001,1760673.0000044,217,7.436574537105004,-0.6677298217655245,158.0,67.0,91.0
620,O.R. PROCEDURES FOR OBESITY WITH CC,7.594164356032364,23278148.999993,3141990.0000135,247,7.408727908075131,0.18543644795723235,65.0,68.0,-3.0
321,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITH MCC OR 4+ ARTERIES/,7.659532172635452,5088072997.004367,687896740.999693,30999,7.3965650565665895,0.2629671160688627,62.0,69.0,-7.0
866,VIRAL ILLNESS WITHOUT MCC,6.86834146707568,30609766.999939,4139927.0000136,536,7.393793900191584,-0.5254524331159036,134.0,70.0,64.0
184,MAJOR CHEST TRAUMA WITH CC,7.5856029114157995,379522094.99988,51362021.0000015,6265,7.389158129113902,0.19644478230189755,66.0,71.0,-5.0
324,CORONARY INTRAVASCULAR LITHOTRIPSY WITH INTRALUMINAL DEVICE WITHOUT MCC,8.011919682955702,315080625.000029,42711456.000043,1821,7.37695818657439,0.6349614963813117,44.0,72.0,-28.0
754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC",7.093658402689153,12060552.999985,1635875.000012,102,7.372539466583039,-0.2788810638938859,104.0,73.0,31.0
357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC,7.362168670655518,80955824.999936,11003263.000009,629,7.357437970888252,0.0047306997672666995,75.0,74.0,1.0
580,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",7.156557627101336,119608637.000395,16276111.0000111,1201,7.34872335291357,-0.19216572581223446,97.0,75.0,22.0
195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,7.9493759973804226,54063761.0000067,7375593.0000064,1837,7.330090068684617,0.6192859286958052,48.0,76.0,-28.0
864,FEVER AND INFLAMMATORY CONDITIONS,7.188208485278062,41197197.999852,5672006.0000072,777,7.263250074100716,-0.07504158882265433,94.0,77.0,17.0
621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,7.781872712172702,79554521.99996,10967537.0000018,1084,7.253636071612702,0.5282366405600003,56.0,78.0,-22.0
478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,6.960797671307614,203147573.99997,28013686.999991,1480,7.251725701084447,-0.29092802977683263,122.0,79.0,43.0
439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,7.275833561391002,281368324.9999324,38951286.9999785,6261,7.2235950765911205,0.052238484799881135,80.0,80.0,0.0
544,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/M,7.274918943894392,16640714.999947,2305364.9999986,467,7.2182561112696275,0.0566628326247649,81.0,81.0,0.0
417,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,7.198219300120305,530825941.000272,73563343.99995,4116,7.215902814323296,-0.017683514202990303,90.0,82.0,8.0
707,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,7.771140498562217,46260939.999836996,6412159.0000064,390,7.214565328119721,0.5565751704424962,58.0,83.0,-25.0
260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,7.39521770645693,37776761.999873,5253991.9999979995,145,7.190106494240452,0.20511121221647777,72.0,84.0,-12.0
392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",7.144070512227881,3493991167.998787,486777845.9998269,85970,7.177794134862968,-0.03372362263508766,98.0,85.0,13.0
445,DISORDERS OF THE BILIARY TRACT WITH CC,7.362660249693111,588384075.000154,81983281.9999272,9692,7.176878756826015,0.185781492867096,74.0,86.0,-12.0
086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,7.037019308941971,607000238.000659,84707000.9999778,8306,7.165880397546102,-0.1288610886041317,112.0,87.0,25.0
629,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",7.113362066537276,42207519.999762,5897397.000017,325,7.156974509201318,-0.04361244266404274,101.0,88.0,13.0
579,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",6.713708718675875,44832179.999953,6280653.000022,210,7.138139935416901,-0.42443121674102624,166.0,89.0,77.0
144,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC",7.277692729682502,23551201.000096,3299707.000002,180,7.137361286951152,0.14033144273135,79.0,90.0,-11.0
200,PNEUMOTHORAX WITH CC,7.401114844475008,121849812.000004,17087781.9999952,2005,7.130814988161612,0.2702998563133958,71.0,91.0,-20.0
158,DENTAL AND ORAL DISEASES WITH CC,6.783058924076465,16268154.9999735,2289317.0000044,296,7.1061172393085945,-0.3230583152321298,153.0,92.0,61.0
843,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MC,6.602813649637629,19844794.000051998,2796117.999997,121,7.097266281349102,-0.49445263171147236,189.0,93.0,96.0
740,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,7.188667494690357,19551975.000189,2757963.9999695,172,7.089278540403436,0.09938895428692085,93.0,94.0,-1.0
494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",7.225722685620754,167260971.99998,23600667.9999507,1650,7.087128720268825,0.13859396535192925,87.0,95.0,-8.0
368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,6.655724628103221,31977946.000074998,4512252.9999835,314,7.086913344662175,-0.4311887165589541,179.0,96.0,83.0
005,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT,7.286721051137119,855259153.99881,120988904.999929,1043,7.068905648822195,0.21781540231492436,78.0,97.0,-19.0
536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,7.061795562116295,406441744.0002192,57545482.000027,10120,7.062965325410404,-0.0011697632941087832,109.0,98.0,11.0
074,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,7.2989228185348995,324357698.9998076,45993958.0000373,5579,7.0521806146699655,0.24674220386493406,77.0,99.0,-22.0
552,MEDICAL BACK PROBLEMS WITHOUT MCC,6.836925679434663,2204340053.000317,312900282.0001101,43981,7.04486438589896,-0.20793870646429724,141.0,100.0,41.0
354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,7.2392290373908565,125099720.000003,17770182.0000385,1272,7.039867121210799,0.19936191618005772,85.0,101.0,-16.0
824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,7.111148881515855,19253947.999905,2736499.000001,119,7.035978452722975,0.07517042879288027,102.0,102.0,0.0
331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,7.330463136086725,987413888.99882,140401913.0000854,11649,7.032766633302349,0.2976965027843761,76.0,103.0,-27.0
520,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,6.8831999076074535,74429768.000045,10627216.9999264,938,7.003693252952346,-0.12049334534489287,132.0,104.0,28.0
605,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",7.127260847373978,254290613.9999666,36323384.9999662,5045,7.0007410928305065,0.1265197545434713,100.0,105.0,-5.0
250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITH MCC,6.954290192381484,25950319.999795,3707490.999993,190,6.999428993851636,-0.04513880147015126,124.0,106.0,18.0
823,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,7.063640371331315,137679214.00061,19683574.999977,329,6.994624401348377,0.06901596998293869,108.0,107.0,1.0
660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,6.982925045124671,865568744.999602,123786375.0,12733,6.992439555642549,-0.009514510517877994,117.0,108.0,9.0
176,PULMONARY EMBOLISM WITHOUT MCC,7.2614224359504815,395284766.0000713,56546975.0000139,9457,6.990378636522539,0.2710437994279422,82.0,109.0,-27.0
713,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,6.723997607742886,60041115.000195,8600640.000002699,748,6.981005483333352,-0.2570078755904657,165.0,110.0,55.0
306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,6.775424857029514,69175215.999883,9915159.9999897,664,6.976712024814008,-0.20128716778449363,156.0,111.0,45.0
865,VIRAL ILLNESS WITH MCC,6.441185019965491,35295210.999826,5063811.9999862,272,6.970087159618522,-0.5289021396530309,222.0,112.0,110.0
427,MULTIPLE LEVEL COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION EXCEPT CERVICAL WITH CC,7.0100949610762235,510084622.0002,73205202.99994,1170,6.967873881868999,0.0422210792072244,114.0,113.0,1.0
433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,6.868351464827591,153519846.000129,22050179.9999691,2658,6.962294457475819,-0.09394299264822781,133.0,114.0,19.0
312,SYNCOPE AND COLLAPSE,6.978154679960403,2395853009.000634,344153022.999909,51859,6.961592224634527,0.01656245532587519,118.0,115.0,3.0
101,SEIZURES WITHOUT MCC,7.159567898236404,1091806833.000737,156979313.9999868,21467,6.955100039492011,0.2044678587443931,96.0,116.0,-20.0
054,NERVOUS SYSTEM NEOPLASMS WITH MCC,6.952387952354988,462552026.000238,66518794.000002496,5366,6.9537043320451755,-0.00131637969018783,125.0,117.0,8.0
669,TRANSURETHRAL PROCEDURES WITH CC,7.0718724829237605,25424931.999984,3662440.0000011,296,6.942074682445682,0.12979780047807843,107.0,118.0,-11.0
571,SKIN DEBRIDEMENT WITH CC,7.615617727264517,22255771.999946,3206562.0000019,258,6.940695985274201,0.6749217419903166,63.0,119.0,-56.0
309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,7.022565628483813,2190161942.0013504,317131132.9999328,60439,6.906171340805616,0.11639428767819648,113.0,120.0,-7.0
737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,6.909693142535733,68555482.000031,9931178.999978,555,6.903055719787435,0.00663742274829815,128.0,121.0,7.0
389,GASTROINTESTINAL OBSTRUCTION WITH CC,6.961742102095497,1262818657.9998116,182960772.9999006,32114,6.902127911322815,0.05961419077268193,121.0,122.0,-1.0
556,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,7.096420845296026,121412926.0000572,17591427.9999913,2688,6.901823206172759,0.1945976391232671,103.0,123.0,-20.0
482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,7.082305022995397,551838972.000369,79989844.999996,6826,6.898862874411077,0.18344214858432029,105.0,124.0,-19.0
656,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,6.712198659043116,70299030.000075,10192279.999973,329,6.897282060565568,-0.18508340152245228,167.0,125.0,42.0
141,MAJOR HEAD AND NECK PROCEDURES WITH CC,7.246158603736668,160474241.000273,23283716.999939,1174,6.892122980222334,0.35403562351433404,84.0,126.0,-42.0
323,CORONARY INTRAVASCULAR LITHOTRIPSY WITH INTRALUMINAL DEVICE WITH MCC,7.041015027336475,291548539.000465,42419030.999993,1218,6.873059853736714,0.1679551735997613,111.0,127.0,-16.0
328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",7.142957905390538,187765649.999677,27336579.999915298,2141,6.868659137326571,0.274298768063967,99.0,128.0,-29.0
167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,6.841035272678508,105974252.99992299,15429642.0000364,965,6.868225004810416,-0.027189732131907896,139.0,129.0,10.0
083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,6.977243926439982,587622911.99965,85646579.0000734,7533,6.861020239922793,0.1162236865171895,119.0,130.0,-11.0
657,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,6.957163468937135,259755835.000651,37939595.0000475,2505,6.846563201329002,0.1106002676081328,123.0,131.0,-8.0
273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,6.964506442402921,1201931565.999857,175584161.000031,5244,6.845330234540032,0.11917620786288818,120.0,132.0,-12.0
565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,6.837353557401887,86000475.9999867,12587544.9999847,1701,6.832188166961169,0.005165390440717843,140.0,133.0,7.0
563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",6.810746285881216,695532317.9997706,102096142.0000235,15402,6.812523023637961,-0.0017767377567450282,147.0,134.0,13.0
435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,6.701750831571621,816055460.9995869,120448170.9998938,7905,6.775158594980296,-0.07340776340867539,170.0,135.0,35.0
375,DIGESTIVE MALIGNANCY WITH CC,6.65903144839003,233050795.9996496,34403561.9999629,3494,6.774031014576366,-0.11499956618633611,177.0,136.0,41.0
236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,7.191259575779624,2478623848.997474,366107428.000167,12346,6.770209122870742,0.4210504529088812,92.0,137.0,-45.0
518,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,6.381643923802362,40833797.00016,6041519.000001,181,6.75886263043338,-0.37721870663101775,231.0,138.0,93.0
186,PLEURAL EFFUSION WITH MCC,6.513171521274318,143488325.999987,21255457.0000359,1751,6.75065824271596,-0.23748672144164207,204.0,139.0,65.0
315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,6.733146345100015,456871515.9997756,67699275.9999645,8781,6.748543603332111,-0.015397258232096256,164.0,140.0,24.0
