drg_cd,drg_desc,unweighted_ratio,estimated_total_charges,estimated_total_medicare_payments,total_discharges,weighted_ratio,difference,unweighted_rank,weighted_rank,rank_change
987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,5.918956311524653,367335040.999593,60795877.000011,1872,6.042104483491974,-0.12314817196732086,313.0,280.0,33.0
082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,6.024548865230764,895577297.000143,148309035.000163,7321,6.038588930196727,-0.014040064965962884,292.0,281.0,11.0
455,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,6.158483106062919,2153107038.997734,357115009.00002503,10551,6.029169832505088,0.1293132735578304,268.0,282.0,-14.0
190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,6.132331092984861,2530634888.998121,420457973.9998637,49661,6.01875822433312,0.11357286865174121,274.0,283.0,-9.0
562,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",6.0697544276601745,95653780.999869,15901907.9999721,1309,6.015239240475849,0.05451518718432524,289.0,284.0,5.0
554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,5.91118908408984,139552518.999878,23212253.9999878,3500,6.012019298080718,-0.10083021399087766,315.0,285.0,30.0
834,ACUTE LEUKEMIA WITH MCC,5.751179752207324,843906252.00086,140374968.999898,2220,6.011800095225476,-0.26062034301815284,342.0,286.0,56.0
460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,6.363232089706443,3015398766.000288,502275133.0000694,18008,6.003480100616232,0.3597519890902108,233.0,287.0,-54.0
329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,6.125883071263718,5395687127.999427,900682010.00035,24579,5.990668258153985,0.13521481310973282,277.0,288.0,-11.0
659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,5.717260882126286,552529191.999642,92265550.999996,4378,5.988466833083411,-0.27120595095712474,348.0,289.0,59.0
699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,5.967400696707944,1556557470.9987354,260426141.9998675,31564,5.976963215158052,-0.009562518450107582,302.0,290.0,12.0
907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,5.993880179870614,689882876.000786,115565472.999978,3322,5.969627935507322,0.024252244363291986,298.0,291.0,7.0
521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,5.98868707542859,1022845823.000987,171438296.999932,7531,5.966262153207184,0.022424922221405907,299.0,292.0,7.0
441,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",5.822186436659451,750655199.999194,125832998.000037,7597,5.965487685503395,-0.1433012488439438,331.0,293.0,38.0
242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,6.128136732553785,1563671884.000931,262682522.00006,9743,5.952706225352039,0.1754305072017459,275.0,294.0,-19.0
827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,6.295777522037238,60873027.000053,10245311.000003,407,5.941549944168134,0.3542275778691035,245.0,295.0,-50.0
492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",6.0007110505010495,210254219.999613,35470105.000033,1225,5.9276458301834,0.07306522031764917,296.0,296.0,0.0
371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,5.894480583628258,443823525.999736,75004447.999838,5401,5.917296078236515,-0.022815494608257048,318.0,297.0,21.0
239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,5.667992550513685,359364508.999967,60764843.000015,1489,5.914020200790748,-0.24602765027706308,359.0,298.0,61.0
459,SPINAL FUSION EXCEPT CERVICAL WITH MCC,6.291952070029132,133663707.00022,22605158.000104,388,5.912973800032942,0.3789782699961899,249.0,299.0,-50.0
908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,5.944429504757029,241113424.999789,40778543.00002,2346,5.912752326626058,0.031677178130970596,307.0,300.0,7.0
564,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,5.823977091858202,60291684.999845,10198075.9999882,715,5.912064687487597,-0.0880875956293945,330.0,301.0,29.0
856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,5.804363313203581,626742455.998694,106106704.000061,2662,5.906718730970416,-0.10235541776683554,333.0,302.0,31.0
542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,5.781589485351588,315507680.000591,53494748.000081,3536,5.897918801302013,-0.11632931595042528,338.0,303.0,35.0
091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,5.878005252082461,874741134.000552,148426236.0003188,9790,5.893440119297193,-0.015434867214731973,322.0,304.0,18.0
689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,5.723000696748379,4150637126.9963098,704751242.99993,79740,5.889506642554048,-0.16650594580566924,346.0,305.0,41.0
951,OTHER FACTORS INFLUENCING HEALTH STATUS,5.600257525914595,81317180.0000925,13823524.0000046,3008,5.882521707204722,-0.2822641812901274,369.0,306.0,63.0
023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,6.187693610560696,3322138274.997471,566378318.000192,11805,5.865581660554217,0.3221119500064784,260.0,307.0,-47.0
356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,5.842663991112442,457855521.001018,78074373.000043,2095,5.864350918332265,-0.02168692721982346,327.0,308.0,19.0
252,OTHER VASCULAR PROCEDURES WITH MCC,5.888679065704541,2556137048.001765,435980894.99998,14681,5.862956559144369,0.025722506560172498,320.0,309.0,11.0
335,PERITONEAL ADHESIOLYSIS WITH MCC,5.987515185014812,65329970.999839,11144964.999985,341,5.8618372511647125,0.12567793385009907,300.0,310.0,-10.0
682,RENAL FAILURE WITH MCC,5.666877913530797,4926156907.002284,840429936.0006809,73354,5.861472439266244,-0.19459452573544667,360.0,311.0,49.0
603,CELLULITIS WITHOUT MCC,5.908646852888404,2049818953.9989734,350096058.9999284,54310,5.855018647894555,0.05362820499384924,316.0,312.0,4.0
393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,5.844831196645145,1411255977.001032,241368651.0000471,17381,5.8468901042196935,-0.0020589075745487406,326.0,313.0,13.0
454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,5.699498809796107,3990181782.99444,682456096.000124,13779,5.84679630877488,-0.14729749897877298,353.0,314.0,39.0
919,COMPLICATIONS OF TREATMENT WITH MCC,5.633474896465544,794129316.000929,135943733.9997916,8121,5.841602938478551,-0.20812804201300672,364.0,315.0,49.0
283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",6.011863694044755,222505920.000167,38174955.9999302,2154,5.828583535252112,0.18328015879264292,294.0,316.0,-22.0
292,HEART FAILURE AND SHOCK WITH CC,5.998078214617078,212161329.999777,36402326.9999798,5135,5.82823537626852,0.16984283834855862,297.0,317.0,-20.0
673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,5.707938275622975,1244105498.001395,213650944.99998,6418,5.823075100376979,-0.11513682475400433,350.0,318.0,32.0
871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,5.259730476024322,52160746962.03302,8959316640.004656,577119,5.821955965829768,-0.5622254898054457,389.0,319.0,70.0
189,PULMONARY EDEMA AND RESPIRATORY FAILURE,6.07667860640059,5214341679.002782,897567228.9995128,89991,5.809416287195588,0.26726231920500254,287.0,320.0,-33.0
011,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",6.417892723923509,113261186.00039,19514860.000025,371,5.803843122638076,0.6140496012854326,226.0,321.0,-95.0
863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,5.791293800730782,111397161.999782,19206627.0000692,2343,5.799933637456522,-0.008639836725739869,336.0,322.0,14.0
486,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,5.610634772509608,14945761.000064999,2588077.000004,147,5.7748517528813474,-0.16421698037173904,367.0,323.0,44.0
847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,5.68559973485257,465155430.000369,80673507.0000706,6635,5.76590069401547,-0.08030095916290048,356.0,324.0,32.0
640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",5.703628034536196,4509450506.998538,782352834.000145,73514,5.763960084277911,-0.06033204974171458,351.0,325.0,26.0
617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",5.835305520624045,374680387.000433,65061387.0000005,4466,5.758874876129372,0.07643064449467296,328.0,326.0,2.0
974,HIV WITH MAJOR RELATED CONDITION WITH MCC,5.314057712790671,89159042.000129,15533645.000031,404,5.73973732500975,-0.4256796122190787,386.0,327.0,59.0
853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,5.554968788835741,18513451560.014603,3226700445.999262,79560,5.737579880701091,-0.18261109186534963,373.0,328.0,45.0
457,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",6.288007065756481,548811552.00052,95703897.000007,1710,5.734474448835452,0.5535326169210286,250.0,329.0,-79.0
917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,6.016009918145905,716179843.000557,125131920.9999216,9015,5.723398452430101,0.29261146571580365,293.0,330.0,-37.0
870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,5.792185117606845,7028693960.003852,1228811341.999417,20906,5.719912992150089,0.07227212545675599,335.0,331.0,4.0
163,MAJOR CHEST PROCEDURES WITH MCC,5.893319871000457,1982189855.998883,346696808.000007,9224,5.717358251532685,0.17596161946777134,319.0,332.0,-13.0
012,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",6.315830138588698,146304809.000135,25596884.999998,625,5.7157270894543,0.6001030491343977,242.0,333.0,-91.0
166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,5.309879571828808,608269860.999835,106484554.000079,2937,5.712282562590098,-0.40240299076129027,387.0,334.0,53.0
698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,5.535302814182041,5538055537.001618,970123292.9999113,74188,5.708610005514139,-0.17330719133209804,376.0,335.0,41.0
029,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,6.339297826086036,104631871.000122,18364118.000027,548,5.697625717715828,0.6416721083702086,240.0,336.0,-96.0
219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,6.070290702606172,4850589066.996334,855747674.999859,12333,5.66824685442135,0.40204384818482275,288.0,337.0,-49.0
326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",5.692446052057845,1015207528.000797,179573562.000058,3853,5.653435375974049,0.03901067608379538,354.0,338.0,16.0
458,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",6.1802098036638045,22217459.999921,3930134.000003,119,5.653104957720028,0.5271048459437768,263.0,339.0,-76.0
314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,5.597879055193159,2539316844.999333,449596380.9997269,25543,5.64799218212763,-0.050113126934470564,370.0,340.0,30.0
004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",5.673922437921249,2442224609.00348,433206438.999895,3589,5.637553806082906,0.036368631838342935,358.0,341.0,17.0
291,HEART FAILURE AND SHOCK WITH MCC,5.37102286193005,17213650294.01688,3053746234.9965453,304694,5.636896116889147,-0.2658732549590974,384.0,342.0,42.0
981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,5.6274756374387005,3390398375.999995,602508766.999876,14959,5.627135340921425,0.00034029651727518484,365.0,343.0,22.0
862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,5.7108321868900225,456802454.999877,81251681.0000227,5074,5.622067745278395,0.08876444161162755,349.0,344.0,5.0
177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,5.385450935420831,10045103019.99828,1790617727.999898,141351,5.609853439359477,-0.22440250393864591,383.0,345.0,38.0
228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,5.557952589456559,605941243.999718,108074079.999972,2279,5.606721278588491,-0.048768689131931886,372.0,346.0,26.0
269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,5.933537240611402,1268204360.000711,226392613.99983,6645,5.601792115009826,0.331745125601576,312.0,347.0,-35.0
405,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC",5.795043795760584,548371339.999437,98107714.000069,1759,5.5894823927815835,0.20556140297900072,334.0,348.0,-14.0
276,CARDIAC DEFIBRILLATOR IMPLANT WITH MCC OR CAROTID SINUS NEUROSTIMULATOR,5.784845923015487,202584007.999685,36282547.999933,628,5.583511058817013,0.2013348641984738,337.0,349.0,-12.0
173,ULTRASOUND ACCELERATED AND OTHER THROMBOLYSIS WITH PRINCIPAL DIAGNOSIS PULMONARY EMBOLIS,5.908049568593108,14226847.999888001,2549492.0,122,5.5802677552579105,0.3277818133351973,317.0,350.0,-33.0
451,SINGLE LEVEL SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,5.827800103616335,92230125.000345,16558996.000039,650,5.569789678077571,0.25801042553876385,329.0,351.0,-22.0
215,OTHER HEART ASSIST SYSTEM IMPLANT,5.606424723037833,322488179.00019,57902707.000034995,656,5.569483633986147,0.036941089051685694,368.0,352.0,16.0
602,CELLULITIS WITH MCC,5.464769150856931,693886667.999986,124634168.0000156,10980,5.567387171067722,-0.10261802021079092,381.0,353.0,28.0
070,OTHER CEREBROVASCULAR DISORDERS WITH MCC,5.665315155211861,864056804.000579,155383611.0001181,10982,5.560797554125076,0.1045176010867852,362.0,354.0,8.0
813,COAGULATION DISORDERS,5.775050047172448,827590391.000055,149101755.0000448,10079,5.550507376655669,0.22454267051677945,339.0,355.0,-16.0
216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,6.089445544130352,1291293345.99729,232735986.000746,2577,5.548318367891551,0.5411271762388008,285.0,356.0,-71.0
003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",5.651302675597371,7831502055.02153,1414452428.000978,6749,5.53677302960953,0.1145296459878411,363.0,357.0,6.0
574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,6.577608268612309,19159112.000023,3474249.9999869997,132,5.5146037274504405,1.0630045411618685,191.0,358.0,-167.0
240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,5.665872018992435,107517389.000148,19517208.00006,848,5.508850907354037,0.15702111163839838,361.0,359.0,2.0
212,CONCOMITANT AORTIC AND MITRAL VALVE PROCEDURES,5.7029994236678325,135365803.99979,24589030.999953,245,5.505129665339344,0.19786975832848874,352.0,360.0,-8.0
033,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,6.1353494554201715,63444163.000299,11526426.9999622,755,5.5042350071281465,0.631114448292025,273.0,361.0,-88.0
037,EXTRACRANIAL PROCEDURES WITH MCC,5.19368641099481,20219240.999881,3680396.000015,119,5.493767790150461,-0.3000813791556505,392.0,362.0,30.0
545,CONNECTIVE TISSUE DISORDERS WITH MCC,5.518401737711006,133621227.999836,24380857.999972,863,5.480579395523712,0.037822342187293856,378.0,363.0,15.0
935,NON-EXTENSIVE BURNS,6.31112357897718,52949791.000091,9692491.00003,420,5.462970355084892,0.8481532238922886,243.0,364.0,-121.0
614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,5.465985080104682,113312448.00043699,20742569.999969,916,5.462796943705931,0.003188136398750707,380.0,365.0,15.0
192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,5.915729302368518,8039429.0000151,1471808.9999999,322,5.462277374316671,0.4534519280518463,314.0,366.0,-52.0
207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,5.446442743440826,1371060804.000206,252071848.000017,4401,5.439166709326912,0.007276034113913532,382.0,367.0,15.0
267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,5.961467044468123,8737723143.000154,1606686527.999896,39606,5.438349666053041,0.5231173784150824,303.0,368.0,-65.0
471,CERVICAL SPINAL FUSION WITH MCC,5.737489910737844,111992668.999892,20594176.000043,439,5.438074774133141,0.2994151366047033,344.0,369.0,-25.0
001,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC,5.569410782411675,2910544236.0075397,535722541.0016,1814,5.432932186437245,0.13647859597443013,371.0,370.0,1.0
957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,5.722380186934579,274593473.00027,50839424.9998,716,5.401191555595884,0.32118863133869535,347.0,371.0,-24.0
266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,5.733934238599576,6744439155.006977,1252267566.00048,23630,5.385781232478549,0.3481530061210272,345.0,372.0,-27.0
462,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITHOUT MCC,5.157870313928097,72627499.999754,13551104.000025,590,5.359526426748699,-0.20165611282060247,394.0,373.0,21.0
814,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,5.759728653737535,62406734.000046,11649995.000031,355,5.356803500763729,0.4029251529738058,340.0,374.0,-34.0
604,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",5.940959196097857,25948570.000026,4849120.9999812,342,5.351190452893751,0.5897687432041065,308.0,375.0,-67.0
032,VENTRICULAR SHUNT PROCEDURES WITH CC,5.518241088985069,52344046.000163004,9834893.999977,487,5.3222786133013145,0.19596247568375436,379.0,376.0,3.0
896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",5.52675557665968,237896586.999844,45071504.0000123,2956,5.278203873555652,0.2485517031040274,377.0,377.0,0.0
448,MULTIPLE LEVEL SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,5.84704176359472,154986696.999848,29418901.000035,839,5.268269436702059,0.5787723268926612,325.0,378.0,-53.0
268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,5.6764207401691085,206424681.99996,39202989.000062,529,5.265534268308816,0.4108864718602927,357.0,379.0,-22.0
456,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",5.22509789781612,174159989.00046,33133458.999905,318,5.2563177602724585,-0.031219862456338454,390.0,380.0,10.0
655,MAJOR BLADDER PROCEDURES WITHOUT CC/MCC,5.934335547955192,13741166.999935001,2625902.999992,111,5.232930157731213,0.7014053902239796,310.0,381.0,-71.0
846,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,5.044064682826875,302619952.000916,57836328.000002004,2074,5.232350712183967,-0.1882860293570925,396.0,382.0,14.0
653,MAJOR BLADDER PROCEDURES WITH MCC,5.3065452904451,49701492.000256,9518380.00001,191,5.221633513287323,0.0849117771577772,388.0,383.0,5.0
918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,5.620746950195,38966552.9999418,7481228.0000284,935,5.208577121268578,0.4121698289264213,366.0,384.0,-18.0
056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,5.162294242341028,906895753.000133,175369297.0003043,8619,5.171348511470393,-0.009054269129364911,393.0,385.0,8.0
488,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITH CC/MCC,4.947632236354,13227986.000041999,2567809.000018,154,5.151468041411675,-0.2038358050576754,400.0,386.0,14.0
963,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,5.538973917856428,118176935.999535,23300029.999875,792,5.071964971726173,0.4670089461302549,375.0,387.0,-12.0
016,AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,4.966296800272351,324966680.999371,64471675.999983,1153,5.0404565409383295,-0.07415974066597819,399.0,388.0,11.0
018,CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL AND OTHER IMMUNOTHERAPIES,5.203630690062299,2975382263.99919,591288238.9999,1360,5.032033562906184,0.1715971271561152,391.0,389.0,2.0
057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,5.554931356386461,1233441793.999009,245224154.0002059,21094,5.029854416371942,0.525076940014519,374.0,390.0,-16.0
815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,7.662653674291822,13265189.999940999,2655278.9999979,146,4.99578010444533,2.6668735698464925,61.0,391.0,-330.0
466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,5.947773530396219,334671234.000945,67555924.999431,992,4.953987884908153,0.9937856454880665,306.0,392.0,-86.0
217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,5.883383449609648,91627614.99960001,18517060.000024002,344,4.948280936578552,0.9351025130310964,321.0,393.0,-72.0
928,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,5.039594132729304,193277545.99952,39244302.999989,546,4.924983531993782,0.11461060073552254,397.0,394.0,3.0
884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,4.725580627036135,1097877997.000756,226221247.9999032,16642,4.853116171480169,-0.1275355444440338,404.0,395.0,9.0
319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,4.758527773857052,54060572.000124,11139684.999986,250,4.852971336280329,-0.0944435624232769,403.0,396.0,7.0
897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",5.742101185859275,411360950.0003026,85597906.0000731,11716,4.805736135647422,0.9363650502118537,343.0,397.0,-54.0
014,ALLOGENEIC BONE MARROW TRANSPLANT,4.886331669407233,499331095.00312,104096445.999786,831,4.796812131358899,0.08951953804833401,402.0,398.0,4.0
837,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY A,5.003055903264113,254970183.99949598,53515981.000032,1063,4.7643746640717195,0.2386812391923936,398.0,399.0,-1.0
020,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,4.709204028605165,322905797.00004,70719648.000105,833,4.565998362994688,0.14320566561047698,405.0,400.0,5.0
028,SPINAL PROCEDURES WITH MCC,4.6353064417239835,51499995.99973,11763337.000062,192,4.378009063198526,0.25729737852545753,406.0,401.0,5.0
883,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,4.19106031915305,8475929.0000005,1945933.999999,126,4.355712475348524,-0.1646521561954737,410.0,402.0,8.0
867,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,5.3369262814100775,19521132.000035,4493500.999926,262,4.344303473028376,0.9926228083817019,385.0,403.0,-18.0
958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,4.923215348391832,26381165.999895,6091149.000022,155,4.331065616651262,0.5921497317405695,401.0,404.0,-3.0
838,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAP,4.424721798935286,43549646.000257,11350913.000001,518,3.8366645925533183,0.5880572063819676,407.0,405.0,2.0
882,NEUROSES EXCEPT DEPRESSIVE,4.331383185642352,4376714.999997,1146126.000003,168,3.81870317921899,0.5126800064233619,408.0,406.0,2.0
885,PSYCHOSES,4.31499773650384,1622719809.9998088,451443790.9997363,38035,3.5945113042893895,0.7204864322144506,409.0,407.0,2.0
881,DEPRESSIVE NEUROSES,3.830440366116958,13440726.9999912,3931345.0000066003,472,3.4188622468820813,0.41157811923487664,411.0,408.0,3.0
559,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",5.070533242947071,22112906.999926,7087517.999973,264,3.119978954552248,1.9505542883948226,395.0,409.0,-14.0
895,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",3.7039242335122404,112999201.000433,40929421.9998279,3333,2.760830607402864,0.9430936261093765,413.0,410.0,3.0
894,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",3.649035108390349,10835834.0000049,4035516.9999974,730,2.6851166777421285,0.9639184306482207,414.0,411.0,3.0
945,REHABILITATION WITH CC/MCC,6.777409780231297,66431429.99965,25972310.0002306,1400,2.55777903463574,4.219630745595557,155.0,412.0,-257.0
946,REHABILITATION WITHOUT CC/MCC,1.913231011174869,6478388.9999605995,3052334.000002,304,2.12243778038588,-0.2092067692110111,416.0,413.0,3.0
560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",5.815751493656293,48719099.00023,23192310.9998812,1076,2.100657368749477,3.715094124906816,332.0,414.0,-82.0
949,AFTERCARE WITH CC/MCC,1.9197861898303574,10789363.0000019,7866221.9999847,237,1.3716067255695155,0.548179464260842,415.0,415.0,0.0
561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",3.7042987627841026,11533435.99999,8450205.9999717,380,1.364870394878968,2.3394283679051346,412.0,416.0,-4.0
